movie_id,imdb_id,title,year,genre,imdb_rating,imdb_url,poster
101,tt0115734,Bottle Rocket,1996,"Comedy, Crime, Drama",7.1,https://www.imdb.com/title/tt0115734/,https://m.media-amazon.com/images/M/MV5BNDA3NGEwZGYtN2I0Yy00M2E3LWEzNmItNzUwOWUyYmUzYWZmXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg
102,tt0117102,Mr. Wrong,1996,Comedy,3.8,https://www.imdb.com/title/tt0117102/,https://m.media-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg
103,tt0118040,Unforgettable,1996,"Drama, Mystery, Sci-Fi",6.0,https://www.imdb.com/title/tt0118040/,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_SX300.jpg
104,tt0116483,Happy Gilmore,1996,"Comedy, Sport",7.0,https://www.imdb.com/title/tt0116483/,https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
105,tt0112579,The Bridges of Madison County,1995,"Drama, Romance",7.6,https://www.imdb.com/title/tt0112579/,https://m.media-amazon.com/images/M/MV5BOTczNjIwMDM0MF5BMl5BanBnXkFtZTgwNzEzNTU1NTM@._V1_SX300.jpg
106,tt0110251,Nobody Loves Me,1994,"Comedy, Drama",7.3,https://www.imdb.com/title/tt0110251/,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg
107,tt0117110,Muppet Treasure Island,1996,"Action, Adventure, Comedy, Family, Musical, Romance",7.0,https://www.imdb.com/title/tt0117110/,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
108,tt0112646,Catwalk,1995,Documentary,6.4,https://www.imdb.com/title/tt0112646/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg
110,tt0112573,Braveheart,1995,"Biography, Drama, History, War",8.4,https://www.imdb.com/title/tt0112573/,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
111,tt0075314,Taxi Driver,1976,"Crime, Drama",8.3,https://www.imdb.com/title/tt0075314/,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
112,tt0113326,Rumble in the Bronx,1995,"Action, Comedy, Crime, Thriller",6.8,https://www.imdb.com/title/tt0113326/,https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
113,tt0115645,Before and After,1996,"Crime, Drama, Mystery",6.1,https://www.imdb.com/title/tt0115645/,https://m.media-amazon.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_SX300.jpg
116,tt0112373,Anne Frank Remembered,1995,"Documentary, Biography, War",8.1,https://www.imdb.com/title/tt0112373/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NjcxMjEwMV5BMl5BanBnXkFtZTYwODMwNTc4._V1_SX300.jpg
117,tt0115033,The Young Poisoner's Handbook,1995,"Crime, Drama",7.1,https://www.imdb.com/title/tt0115033/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SX300.jpg
118,tt0116606,If Lucy Fell,1996,"Comedy, Romance",4.9,https://www.imdb.com/title/tt0116606/,https://images-na.ssl-images-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
119,tt0114536,Steal Big Steal Little,1995,Comedy,4.8,https://www.imdb.com/title/tt0114536/,https://ia.media-imdb.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg
121,tt0106473,The Boys of St. Vincent,1992,Drama,7.7,https://www.imdb.com/title/tt0106473/,https://m.media-amazon.com/images/M/MV5BMjE3NjM3NDQ0M15BMl5BanBnXkFtZTcwNzEwNjMyMQ@@._V1_SX300.jpg
122,tt0103859,Boomerang,1992,"Comedy, Drama, Romance",5.4,https://www.imdb.com/title/tt0103859/,https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
123,tt0109424,Chungking Express,1994,"Crime, Drama, Romance",8.1,https://www.imdb.com/title/tt0109424/,https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
125,tt0116324,Flirting with Disaster,1996,Comedy,6.8,https://www.imdb.com/title/tt0116324/,https://m.media-amazon.com/images/M/MV5BNzM4NTAyMDE4MF5BMl5BanBnXkFtZTcwNjg1NDQ3Nw@@._V1_SX300.jpg
126,tt0110647,The NeverEnding Story III,1994,"Adventure, Comedy, Family, Fantasy",3.2,https://www.imdb.com/title/tt0110647/,https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
128,tt0110217,Jupiter's Wife,1995,"Documentary, Biography, Mystery",7.2,https://www.imdb.com/title/tt0110217/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_SX300.jpg
129,tt0114131,Pie in the Sky,1996,"Comedy, Romance",5.8,https://www.imdb.com/title/tt0114131/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_SX300.jpg
132,tt0113451,Jade,1995,"Crime, Drama, Thriller",5.2,https://www.imdb.com/title/tt0113451/,https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
135,tt0116130,Down Periscope,1996,Comedy,6.1,https://www.imdb.com/title/tt0116130/,https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
137,tt0113756,Man of the Year,1995,"Comedy, Romance",6.1,https://www.imdb.com/title/tt0113756/,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_SX300.jpg
140,tt0118055,Up Close & Personal,1996,"Drama, Romance",6.1,https://www.imdb.com/title/tt0118055/,https://m.media-amazon.com/images/M/MV5BZTZjYmNkZTYtOTA0Zi00NDcyLWI2YzQtOTgyZjQ2YzM5Y2E2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
141,tt0115685,The Birdcage,1996,Comedy,7.0,https://www.imdb.com/title/tt0115685/,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg
144,tt0112585,The Brothers McMullen,1995,"Comedy, Drama, Romance",6.6,https://www.imdb.com/title/tt0112585/,https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
145,tt0112442,Bad Boys,1995,"Action, Comedy, Crime, Drama, Thriller",6.8,https://www.imdb.com/title/tt0112442/,https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
146,tt0112342,The Amazing Panda Adventure,1995,"Adventure, Drama, Family",5.8,https://www.imdb.com/title/tt0112342/,https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
147,tt0112461,The Basketball Diaries,1995,"Biography, Crime, Drama, Sport",7.3,https://www.imdb.com/title/tt0112461/,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
148,tt0112427,An Awfully Big Adventure,1995,"Comedy, Drama, Romance",6.0,https://www.imdb.com/title/tt0112427/,https://m.media-amazon.com/images/M/MV5BN2I1ZGQzM2YtYTlhYy00MmRiLTlhYWUtMjk2OTMyODNjNjgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
149,tt0109093,Amateur,1994,"Comedy, Crime, Drama, Thriller",7.0,https://www.imdb.com/title/tt0109093/,https://m.media-amazon.com/images/M/MV5BMTIwNzE5OTkxMV5BMl5BanBnXkFtZTcwMzIxMjAwMQ@@._V1_SX300.jpg
150,tt0112384,Apollo 13,1995,"Adventure, Drama, History",7.6,https://www.imdb.com/title/tt0112384/,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
151,tt0114287,Rob Roy,1995,"Adventure, Biography, History",6.9,https://www.imdb.com/title/tt0114287/,https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg
152,tt0112288,The Addiction,1995,Horror,6.4,https://www.imdb.com/title/tt0112288/,https://m.media-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
153,tt0112462,Batman Forever,1995,"Action, Adventure, Fantasy",5.4,https://www.imdb.com/title/tt0112462/,https://m.media-amazon.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
154,tt0061395,Belle de Jour,1967,Drama,7.8,https://www.imdb.com/title/tt0061395/,https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
155,tt0112495,Beyond Rangoon,1995,"Action, Drama",6.6,https://www.imdb.com/title/tt0112495/,https://ia.media-imdb.com/images/M/MV5BMTQwODgxMTA1NV5BMl5BanBnXkFtZTcwNzg0MTgyMQ@@._V1_SX300.jpg
156,tt0112541,Blue in the Face,1995,Comedy,6.7,https://www.imdb.com/title/tt0112541/,https://m.media-amazon.com/images/M/MV5BMzMzMTBjMzQtNGVmZS00MTg2LTgyNGYtZDRjNDIzMDJiNzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
157,tt0109370,Canadian Bacon,1995,Comedy,5.9,https://www.imdb.com/title/tt0109370/,https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg
158,tt0112642,Casper,1995,"Comedy, Family, Fantasy",6.1,https://www.imdb.com/title/tt0112642/,https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
159,tt0112688,Clockers,1995,"Crime, Drama, Mystery",6.9,https://www.imdb.com/title/tt0112688/,https://m.media-amazon.com/images/M/MV5BY2JmNTUyYWQtMTZhMy00YTE4LTllNGItMDZmNTBiZTkyNjE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
160,tt0112715,Congo,1995,"Action, Adventure, Mystery, Sci-Fi",5.1,https://www.imdb.com/title/tt0112715/,https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
161,tt0112740,Crimson Tide,1995,"Action, Drama, Thriller, War",7.3,https://www.imdb.com/title/tt0112740/,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
162,tt0109508,Crumb,1994,"Documentary, Biography, Comedy",8.0,https://www.imdb.com/title/tt0109508/,https://m.media-amazon.com/images/M/MV5BNThmZGJiYzctOTdhNS00ODhiLTg4NzctNDc1ZDRmOGU1MTJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
163,tt0112851,Desperado,1995,"Action, Thriller",7.2,https://www.imdb.com/title/tt0112851/,https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
164,tt0112857,Devil in a Blue Dress,1995,"Crime, Drama, Mystery, Thriller",6.7,https://www.imdb.com/title/tt0112857/,https://m.media-amazon.com/images/M/MV5BNjI3NjFiNmMtMmQ1ZC00OTUwLWJlMWMtM2UxY2M2NDQ0OWJhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
165,tt0112864,Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",7.6,https://www.imdb.com/title/tt0112864/,https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
166,tt0112887,The Doom Generation,1995,"Action, Comedy, Crime",6.0,https://www.imdb.com/title/tt0112887/,https://m.media-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
168,tt0113071,First Knight,1995,"Action, Adventure, Romance",5.9,https://www.imdb.com/title/tt0113071/,https://m.media-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
169,tt0113114,Free Willy 2: The Adventure Home,1995,"Adventure, Drama, Family",4.9,https://www.imdb.com/title/tt0113114/,https://ia.media-imdb.com/images/M/MV5BZWY3OWY3MjUtN2E3NS00M2RkLWI5MWUtMmI4MjQ0MjFmZjM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
170,tt0113243,Hackers,1995,"Comedy, Crime, Drama, Thriller",6.2,https://www.imdb.com/title/tt0113243/,https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
171,tt0113464,Jeffrey,1995,"Comedy, Drama",6.7,https://www.imdb.com/title/tt0113464/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MjM1Njc3NF5BMl5BanBnXkFtZTcwNzI0OTgyMQ@@._V1_SX300.jpg
172,tt0113481,Johnny Mnemonic,1995,"Action, Crime, Sci-Fi, Thriller",5.6,https://www.imdb.com/title/tt0113481/,https://m.media-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
173,tt0113492,Judge Dredd,1995,"Action, Crime, Sci-Fi, Thriller",5.5,https://www.imdb.com/title/tt0113492/,https://m.media-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
174,tt0113500,Jury Duty,1995,Comedy,4.1,https://www.imdb.com/title/tt0113500/,https://m.media-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
175,tt0113540,Kids,1995,Drama,7.0,https://www.imdb.com/title/tt0113540/,https://m.media-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
176,tt0113677,Living in Oblivion,1995,"Comedy, Drama",7.5,https://www.imdb.com/title/tt0113677/,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
177,tt0113690,Lord of Illusions,1995,"Horror, Mystery, Thriller",6.1,https://www.imdb.com/title/tt0113690/,https://m.media-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_SX300.jpg
178,tt0107447,Love & Human Remains,1993,"Drama, Comedy",6.7,https://www.imdb.com/title/tt0107447/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMzQ2OTk5OF5BMl5BanBnXkFtZTcwMDUxNDMzMQ@@._V1_SX300.jpg
179,tt0113729,Mad Love,1995,"Drama, Romance",5.3,https://www.imdb.com/title/tt0113729/,https://m.media-amazon.com/images/M/MV5BZjBlZmVmZWItODBhNC00MzY0LWFjMDktODI0NmJiMDAxYmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
180,tt0113749,Mallrats,1995,"Comedy, Romance",7.2,https://www.imdb.com/title/tt0113749/,https://m.media-amazon.com/images/M/MV5BZGNhYzE4YzktNDIwNC00YmRiLTgyOTgtMzk1ZjNhNmI4ODI1XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg
181,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,"Action, Adventure, Family, Sci-Fi, Thriller",5.2,https://www.imdb.com/title/tt0113820/,https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
183,tt0110604,Mute Witness,1995,"Horror, Thriller",6.8,https://www.imdb.com/title/tt0110604/,https://m.media-amazon.com/images/M/MV5BNTJkYWU2MjQtMGI4Ny00MGZjLWIzN2QtZDFmYWFkNDQ2NzJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
184,tt0110620,Nadja,1994,"Drama, Horror",6.0,https://www.imdb.com/title/tt0110620/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTE5MDI4MV5BMl5BanBnXkFtZTcwODM4MDMzMQ@@._V1_SX300.jpg
185,tt0113957,The Net,1995,"Action, Crime, Drama, Mystery, Thriller",5.9,https://www.imdb.com/title/tt0113957/,https://m.media-amazon.com/images/M/MV5BYWU1YjQ3NTUtZjZkZi00ZDc5LTgyZTgtNzkxMTIzNzUwZGY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
186,tt0113986,Nine Months,1995,"Comedy, Romance",5.5,https://www.imdb.com/title/tt0113986/,https://m.media-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
187,tt0114095,Party Girl,1995,Comedy,6.6,https://www.imdb.com/title/tt0114095/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MTE0NTQxMV5BMl5BanBnXkFtZTcwMDQ2NjkyMQ@@._V1_SX300.jpg
188,tt0114194,The Prophecy,1995,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",6.5,https://www.imdb.com/title/tt0114194/,https://m.media-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
189,tt0114241,Reckless,1995,"Comedy, Drama, Fantasy",5.1,https://www.imdb.com/title/tt0114241/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODEzNDktM2U1ZC00MjhiLWEyMTgtNmI2NGM0ZWE3MTE2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
190,tt0114323,Safe,1995,Drama,7.2,https://www.imdb.com/title/tt0114323/,https://m.media-amazon.com/images/M/MV5BODliOWEzMTUtZDQ5ZS00ZTBmLTgzNzEtMGVkOTlhYWNkYjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
191,tt0114345,The Scarlet Letter,1995,"Drama, Romance",5.2,https://www.imdb.com/title/tt0114345/,https://m.media-amazon.com/images/M/MV5BMTkxOWQ0OWMtY2E5YS00YjkzLWFjODQtZGY4NTQ5YmE2OGIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
193,tt0114436,Showgirls,1995,Drama,4.7,https://www.imdb.com/title/tt0114436/,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_SX300.jpg
194,tt0114478,Smoke,1995,"Comedy, Drama",7.4,https://www.imdb.com/title/tt0114478/,https://m.media-amazon.com/images/M/MV5BMjUwYTdiYjItNTgzNS00MmQ3LWJlMDctODMyNTkxMjIxMDgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
195,tt0114496,Something to Talk About,1995,"Comedy, Drama, Romance",5.7,https://www.imdb.com/title/tt0114496/,https://m.media-amazon.com/images/M/MV5BZDhmOTczMjItMzg5NS00OTFiLWEzYTctMjAxMTZmMWVmMmQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
196,tt0114508,Species,1995,"Action, Horror, Sci-Fi, Thriller",5.8,https://www.imdb.com/title/tt0114508/,https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@._V1_SX300.jpg
198,tt0114558,Strange Days,1995,"Action, Crime, Drama, Sci-Fi, Thriller",7.2,https://www.imdb.com/title/tt0114558/,https://m.media-amazon.com/images/M/MV5BODFkMTBmNjktMjM1Yy00MjY5LTliMGEtM2FhYjE2YjRmN2RkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
199,tt0058450,The Umbrellas of Cherbourg,1964,"Drama, Musical, Romance",7.9,https://www.imdb.com/title/tt0058450/,https://m.media-amazon.com/images/M/MV5BZmMyNzg3MGYtZTllNS00MjVjLWI0NmQtMTZlNzBmZjBjZTZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
201,tt0114663,Three Wishes,1995,"Drama, Fantasy",6.2,https://www.imdb.com/title/tt0114663/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTYxODc2N15BMl5BanBnXkFtZTcwMTMzNjAwMQ@@._V1_SX300.jpg
202,tt0114702,Total Eclipse,1995,"Biography, Drama, Romance",6.6,https://www.imdb.com/title/tt0114702/,https://m.media-amazon.com/images/M/MV5BMjEyMTY0NDM2N15BMl5BanBnXkFtZTcwMjMzNDYxMQ@@._V1_SX300.jpg
203,tt0114682,"To Wong Foo Thanks for Everything, Julie Newmar",1995,"Comedy, Drama",6.5,https://www.imdb.com/title/tt0114682/,"https://m.media-amazon.com/images/M/MV5BMjEyNzgxNTk0OF5BMl5BanBnXkFtZTcwOTAzNjgyMQ@@._V1._CR2,3,261,413_SX89_AL_.jpg_V1_SX300.jpg"
204,tt0114781,Under Siege 2: Dark Territory,1995,"Action, Thriller",5.4,https://www.imdb.com/title/tt0114781/,https://m.media-amazon.com/images/M/MV5BMmUxMDE0MTItMTRiMC00YzgwLTkwODItN2FkOTQ0MjNhY2QwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg
205,tt0114798,Unstrung Heroes,1995,"Comedy, Drama",6.7,https://www.imdb.com/title/tt0114798/,https://m.media-amazon.com/images/M/MV5BNGI4YWI4YmYtZTAyMS00NGE0LThlMDUtNmQ1OTcyMGUwNTM1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
206,tt0114805,Unzipped,1995,Documentary,6.4,https://www.imdb.com/title/tt0114805/,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODIwMTk2Nl5BMl5BanBnXkFtZTcwMzA4NDUyMQ@@._V1_SX300.jpg
207,tt0114887,A Walk in the Clouds,1995,"Drama, Romance",6.7,https://www.imdb.com/title/tt0114887/,https://m.media-amazon.com/images/M/MV5BNjg3OTQzOTM5MF5BMl5BanBnXkFtZTYwNTY5NzY5._V1_SX300.jpg
208,tt0114898,Waterworld,1995,"Action, Adventure, Sci-Fi, Thriller",6.2,https://www.imdb.com/title/tt0114898/,https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
209,tt0114928,White Man's Burden,1995,"Drama, Thriller",5.2,https://www.imdb.com/title/tt0114928/,https://images-na.ssl-images-amazon.com/images/M/MV5BYTY1ZjgzZTEtMmQwOS00NzA4LWJlOTYtNzhjNzMzMWY5NmQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
210,tt0114938,Wild Bill,1995,"Action, Biography, Western",5.9,https://www.imdb.com/title/tt0114938/,https://m.media-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@._V1_SX300.jpg
211,tt0109340,The Browning Version,1994,Drama,7.3,https://www.imdb.com/title/tt0109340/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MjM0OTUwMF5BMl5BanBnXkFtZTcwMTg1NDAwMQ@@._V1_SX300.jpg
